Gender,Marital Status,State or Province,Product Category
F,S,WA,Fruit
F,S,Guerrero,Cold Remedies
M,S,CA,Breakfast Foods
F,S,OR,Starchy Foods
F,M,OR,Snack Foods
F,S,WA,Snack Foods
M,M,DF,Paper Products
M,M,WA,Beer and Wine
M,M,BC,Pizza
F,S,WA,Vegetables
M,S,CA,Frozen Desserts
F,S,WA,Canned Soup
F,S,Zacatecas,Kitchen Products
M,S,BC,Bread
M,S,OR,Vegetables
M,S,Zacatecas,Pure Juice Beverages
M,S,CA,Vegetables
M,S,OR,Meat
F,S,Zacatecas,Frozen Entrees
F,S,OR,Pure Juice Beverages
F,S,CA,Canned Soup
M,S,Zacatecas,Snack Foods
M,M,WA,Breakfast Foods
F,M,Guerrero,Candy
M,M,OR,Breakfast Foods
F,M,Zacatecas,Dairy
M,S,Yucatan,Vegetables
M,M,WA,Snack Foods
M,M,WA,Specialty
F,M,CA,Snack Foods
M,S,OR,Jams and Jellies
F,S,WA,Kitchen Products
F,M,OR,Snack Foods
F,M,WA,Magazines
M,M,BC,Snack Foods
F,M,Zacatecas,Vegetables
M,S,CA,Side Dishes
F,S,BC,Starchy Foods
M,M,DF,Dairy
M,S,Veracruz,Meat
M,S,CA,Electrical
M,S,Yucatan,Hygiene
M,M,CA,Frozen Entrees
F,M,CA,Vegetables
F,S,OR,Meat
F,M,OR,Frozen Entrees
F,S,WA,Frozen Desserts
F,S,Zacatecas,Fruit
M,S,WA,Pizza
M,M,WA,Carbonated Beverages
F,S,Zacatecas,Candy
M,M,WA,Plastic Products
F,M,WA,Beer and Wine
M,S,WA,Bread
M,M,Zacatecas,Jams and Jellies
M,S,Zacatecas,Magazines
F,M,Zacatecas,Snack Foods
M,M,WA,Snack Foods
M,S,Zacatecas,Canned Soup
M,M,WA,Snack Foods
F,M,OR,Bread
F,M,Yucatan,Frozen Desserts
M,S,BC,Bread
F,S,CA,Carbonated Beverages
F,S,WA,Fruit
F,S,CA,Meat
M,S,BC,Fruit
M,M,OR,Canned Soup
F,M,CA,Vegetables
F,M,CA,Carbonated Beverages
M,S,CA,Candy
M,M,DF,Beer and Wine
F,M,CA,Beer and Wine
F,S,WA,Pain Relievers
F,M,OR,Paper Products
F,M,DF,Jams and Jellies
M,S,WA,Jams and Jellies
M,M,WA,Vegetables
F,S,Zacatecas,Fruit
M,S,WA,Snack Foods
M,M,CA,Drinks
F,S,OR,Meat
M,S,Zacatecas,Bread
M,M,WA,Jams and Jellies
M,M,WA,Carbonated Beverages
F,M,CA,Pizza
F,S,WA,Canned Clams
F,S,WA,Electrical
F,S,OR,Jams and Jellies
F,S,Yucatan,Frozen Desserts
F,S,Veracruz,Frozen Desserts
F,S,CA,Dairy
F,M,CA,Vegetables
M,S,CA,Fruit
F,S,Zacatecas,Snack Foods
M,M,CA,Hygiene
M,M,CA,Snack Foods
M,S,DF,Paper Products
F,M,Zacatecas,Fruit
M,M,OR,Candy
F,S,Zacatecas,Carbonated Beverages
M,S,Zacatecas,Snack Foods
M,S,WA,Kitchen Products
F,S,WA,Vegetables
F,S,Zacatecas,Breakfast Foods
M,S,Zacatecas,Dairy
M,S,WA,Eggs
M,M,WA,Electrical
F,S,WA,Baking Goods
M,S,WA,Eggs
F,S,WA,Decongestants
F,S,Guerrero,Dairy
F,M,CA,Snack Foods
F,M,Zacatecas,Meat
M,M,CA,Meat
M,S,CA,Decongestants
M,S,BC,Jams and Jellies
M,S,Veracruz,Hardware
M,S,Yucatan,Canned Soup
F,S,CA,Carbonated Beverages
F,S,CA,Vegetables
M,S,CA,Vegetables
F,M,CA,Dairy
M,S,Guerrero,Pain Relievers
F,M,OR,Bathroom Products
F,S,Yucatan,Beer and Wine
F,S,Zacatecas,Breakfast Foods
F,S,Zacatecas,Dairy
F,S,CA,Fruit
M,S,CA,Bathroom Products
F,S,WA,Snack Foods
M,M,WA,Fruit
M,M,WA,Candy
M,S,Yucatan,Beer and Wine
M,M,WA,Cleaning Supplies
F,S,CA,Vegetables
M,M,BC,Frozen Desserts
F,S,WA,Fruit
F,S,WA,Jams and Jellies
M,M,WA,Kitchen Products
F,M,WA,Specialty
F,S,BC,Snack Foods
M,M,Veracruz,Dairy
M,S,OR,Vegetables
M,M,DF,Magazines
M,S,Yucatan,Electrical
F,S,Jalisco,Kitchen Products
M,M,CA,Bread
M,M,CA,Dairy
M,M,BC,Meat
F,S,OR,Bathroom Products
F,S,Zacatecas,Canned Shrimp
F,M,Zacatecas,Paper Products
F,M,WA,Beer and Wine
F,S,Yucatan,Breakfast Foods
M,S,WA,Pure Juice Beverages
F,S,Zacatecas,Vegetables
M,M,Zacatecas,Dairy
M,S,WA,Breakfast Foods
M,M,OR,Jams and Jellies
F,M,WA,Carbonated Beverages
F,S,CA,Canned Soup
F,M,WA,Snack Foods
F,M,BC,Canned Shrimp
F,M,Yucatan,Plastic Products
F,S,Yucatan,Bread
F,S,Yucatan,Dairy
M,S,WA,Meat
M,M,BC,Vegetables
M,M,WA,Eggs
M,M,Veracruz,Vegetables
M,M,CA,Dairy
M,M,CA,Hardware
F,S,DF,Vegetables
F,S,WA,Beer and Wine
M,S,CA,Jams and Jellies
M,M,OR,Canned Soup
M,S,Zacatecas,Specialty
F,M,WA,Baking Goods
F,S,Zacatecas,Jams and Jellies
F,M,BC,Specialty
F,S,WA,Packaged Vegetables
M,S,Veracruz,Canned Tuna
M,M,CA,Snack Foods
M,M,CA,Canned Tuna
F,M,CA,Fruit
M,S,CA,Pizza
F,M,BC,Electrical
F,S,CA,Bathroom Products
F,S,CA,Candy
M,S,Guerrero,Snack Foods
M,S,BC,Snack Foods
F,M,BC,Breakfast Foods
M,M,WA,Candy
F,S,WA,Eggs
F,S,Zacatecas,Electrical
F,S,Zacatecas,Canned Shrimp
F,M,WA,Magazines
M,S,Zacatecas,Vegetables
M,S,DF,Fruit
F,S,Zacatecas,Bathroom Products
M,S,OR,Dairy
F,M,Zacatecas,Candy
F,S,Zacatecas,Specialty
M,S,Guerrero,Meat
M,M,BC,Jams and Jellies
M,S,Yucatan,Canned Anchovies
F,M,Zacatecas,Vegetables
M,S,DF,Frozen Entrees
M,M,DF,Bathroom Products
F,S,Zacatecas,Dairy
F,M,CA,Starchy Foods
M,M,WA,Breakfast Foods
F,M,Veracruz,Meat
F,S,Guerrero,Frozen Entrees
F,S,WA,Snack Foods
F,M,CA,Starchy Foods
M,S,CA,Baking Goods
F,M,Zacatecas,Vegetables
F,S,WA,Vegetables
M,M,BC,Bread
F,S,WA,Snack Foods
F,S,DF,Electrical
F,S,WA,Electrical
F,M,WA,Cold Remedies
M,M,WA,Paper Products
F,M,Zacatecas,Paper Products
F,M,WA,Hygiene
M,M,CA,Breakfast Foods
M,M,Yucatan,Snack Foods
F,S,OR,Cold Remedies
M,M,WA,Vegetables
M,M,OR,Cold Remedies
M,S,CA,Vegetables
F,M,Yucatan,Fruit
F,M,OR,Snack Foods
F,S,WA,Carbonated Beverages
F,M,WA,Jams and Jellies
F,M,WA,Cleaning Supplies
M,M,WA,Plastic Products
M,S,Zacatecas,Vegetables
F,M,CA,Snack Foods
M,S,CA,Bread
F,M,WA,Dairy
F,M,Zacatecas,Canned Oysters
F,M,CA,Bread
M,S,WA,Carbonated Beverages
M,S,WA,Paper Products
M,M,DF,Kitchen Products
F,M,Zacatecas,Pizza
M,M,Yucatan,Magazines
M,M,WA,Breakfast Foods
F,S,CA,Electrical
F,S,BC,Snack Foods
M,S,WA,Frozen Desserts
F,M,WA,Jams and Jellies
M,M,Yucatan,Vegetables
F,S,Zacatecas,Vegetables
F,S,Yucatan,Snack Foods
F,M,Yucatan,Baking Goods
F,S,CA,Meat
F,S,Yucatan,Vegetables
M,S,Yucatan,Paper Products
F,M,OR,Cleaning Supplies
M,S,WA,Bathroom Products
F,M,BC,Vegetables
M,M,CA,Paper Products
F,S,Yucatan,Electrical
F,M,Yucatan,Canned Clams
M,S,WA,Fruit
M,M,WA,Starchy Foods
F,S,CA,Decongestants
F,S,Zacatecas,Fruit
F,M,Zacatecas,Hot Beverages
F,M,Jalisco,Beer and Wine
F,M,CA,Pain Relievers
F,M,WA,Fruit
M,M,WA,Vegetables
M,S,Yucatan,Electrical
M,M,Yucatan,Meat
M,S,Guerrero,Vegetables
M,S,Zacatecas,Fruit
F,M,Zacatecas,Electrical
M,S,Guerrero,Bathroom Products
F,M,Yucatan,Breakfast Foods
M,S,BC,Candy
F,M,CA,Canned Soup
F,M,CA,Pizza
M,S,CA,Dairy
M,S,CA,Hygiene
F,S,WA,Vegetables
M,M,DF,Snack Foods
M,M,Zacatecas,Vegetables
M,M,Zacatecas,Canned Soup
F,M,DF,Snack Foods
M,S,OR,Snack Foods
M,S,WA,Starchy Foods
M,M,WA,Candy
M,S,WA,Canned Clams
F,S,CA,Plastic Products
M,S,BC,Jams and Jellies
F,S,CA,Dairy
M,S,BC,Cold Remedies
M,M,Zacatecas,Pain Relievers
M,S,Yucatan,Fruit
F,S,Yucatan,Paper Products
F,M,Yucatan,Baking Goods
F,S,WA,Paper Products
M,S,WA,Candy
M,S,CA,Snack Foods
M,M,WA,Paper Products
F,M,CA,Meat
M,S,Zacatecas,Jams and Jellies
M,S,WA,Bathroom Products
M,M,OR,Fruit
M,M,CA,Vegetables
F,M,WA,Dairy
F,M,WA,Vegetables
F,M,CA,Dairy
F,M,WA,Vegetables
F,M,DF,Jams and Jellies
F,M,CA,Jams and Jellies
F,M,CA,Fruit
M,S,CA,Snack Foods
M,M,WA,Pain Relievers
F,M,BC,Bread
F,S,BC,Fruit
F,S,WA,Breakfast Foods
M,S,WA,Jams and Jellies
M,M,WA,Pain Relievers
F,M,BC,Paper Products
M,S,WA,Kitchen Products
M,M,Zacatecas,Dairy
M,M,WA,Dairy
M,S,BC,Magazines
F,S,WA,Hot Beverages
M,S,CA,Vegetables
F,M,Zacatecas,Decongestants
M,S,Yucatan,Vegetables
F,M,Yucatan,Dairy
M,M,CA,Canned Soup
F,S,Yucatan,Jams and Jellies
F,M,DF,Snack Foods
M,S,WA,Snack Foods
M,M,WA,Cleaning Supplies
F,M,WA,Snack Foods
F,M,DF,Beer and Wine
F,M,CA,Pain Relievers
M,S,WA,Fruit
F,S,OR,Baking Goods
F,M,Zacatecas,Paper Products
F,S,WA,Jams and Jellies
M,S,Veracruz,Plastic Products
F,M,OR,Hot Beverages
F,S,DF,Vegetables
F,M,Zacatecas,Breakfast Foods
F,S,BC,Meat
M,S,OR,Beer and Wine
F,S,OR,Frozen Desserts
F,S,WA,Dairy
M,S,Zacatecas,Vegetables
F,S,Guerrero,Vegetables
M,S,OR,Hot Beverages
M,S,CA,Meat
M,M,CA,Snack Foods
F,M,DF,Vegetables
M,M,WA,Hygiene
M,M,WA,Dairy
M,S,DF,Jams and Jellies
M,S,CA,Meat
F,S,Yucatan,Paper Products
F,M,BC,Fruit
F,S,Zacatecas,Vegetables
M,M,Veracruz,Hardware
M,M,Yucatan,Eggs
M,M,DF,Fruit
M,M,Zacatecas,Cleaning Supplies
F,M,OR,Starchy Foods
M,M,Zacatecas,Baking Goods
F,S,Zacatecas,Cleaning Supplies
F,M,CA,Bread
M,S,Yucatan,Vegetables
M,M,CA,Canned Soup
F,S,WA,Jams and Jellies
F,S,Zacatecas,Vegetables
F,S,WA,Snack Foods
F,M,DF,Jams and Jellies
M,M,Guerrero,Carbonated Beverages
F,S,CA,Pizza
F,M,CA,Eggs
M,S,CA,Vegetables
F,M,Zacatecas,Vegetables
F,S,OR,Pizza
M,M,OR,Frozen Desserts
F,M,CA,Beer and Wine
M,M,WA,Hygiene
M,S,OR,Bread
M,S,OR,Vegetables
M,M,BC,Specialty
M,S,DF,Breakfast Foods
M,M,DF,Meat
F,S,OR,Meat
M,M,WA,Vegetables
M,S,Yucatan,Vegetables
F,S,Guerrero,Vegetables
F,S,BC,Snack Foods
F,M,CA,Vegetables
F,M,Zacatecas,Canned Anchovies
M,M,CA,Meat
M,S,WA,Vegetables
F,M,OR,Eggs
F,M,Zacatecas,Pure Juice Beverages
F,M,CA,Fruit
M,S,Veracruz,Beer and Wine
M,S,CA,Beer and Wine
F,M,WA,Breakfast Foods
M,M,BC,Drinks
F,S,Yucatan,Meat
F,S,Guerrero,Jams and Jellies
F,M,BC,Plastic Products
M,S,CA,Vegetables
F,M,WA,Paper Products
M,S,WA,Cold Remedies
M,M,BC,Snack Foods
F,S,CA,Seafood
F,S,BC,Dairy
M,M,DF,Fruit
F,S,CA,Snack Foods
F,M,Zacatecas,Candy
F,M,OR,Snack Foods
F,M,CA,Snack Foods
M,S,Guerrero,Specialty
F,M,WA,Bread
F,M,Veracruz,Meat
M,M,WA,Decongestants
M,S,DF,Candy
F,M,CA,Meat
F,S,OR,Pain Relievers
M,M,WA,Paper Products
M,S,Guerrero,Magazines
M,S,WA,Canned Soup
M,M,WA,Canned Soup
M,S,Guerrero,Side Dishes
F,S,WA,Fruit
M,S,DF,Fruit
F,M,WA,Bathroom Products
M,M,OR,Jams and Jellies
M,S,WA,Canned Clams
F,S,WA,Canned Clams
M,M,Zacatecas,Meat
M,S,Zacatecas,Bread
M,S,WA,Drinks
F,S,Veracruz,Dairy
F,S,OR,Dairy
F,M,WA,Dairy
M,S,Veracruz,Vegetables
M,M,CA,Vegetables
M,M,CA,Hot Beverages
M,S,Zacatecas,Canned Oysters
F,M,Zacatecas,Vegetables
M,S,WA,Miscellaneous
F,S,Zacatecas,Pain Relievers
M,S,WA,Frozen Entrees
M,M,WA,Fruit
F,M,Veracruz,Snack Foods
M,M,WA,Paper Products
M,M,Zacatecas,Canned Soup
F,M,Guerrero,Vegetables
M,S,CA,Breakfast Foods
M,S,Zacatecas,Meat
M,S,WA,Meat
M,S,WA,Baking Goods
M,S,WA,Vegetables
M,S,WA,Candy
M,S,WA,Dairy
F,S,Yucatan,Snack Foods
M,M,Veracruz,Electrical
F,S,Zacatecas,Fruit
F,M,BC,Vegetables
M,S,BC,Cold Remedies
M,S,DF,Fruit
F,S,DF,Vegetables
M,S,Guerrero,Bread
F,M,WA,Electrical
F,M,WA,Breakfast Foods
M,S,WA,Dairy
M,M,Veracruz,Fruit
F,M,WA,Snack Foods
M,S,Zacatecas,Baking Goods
M,S,Veracruz,Dairy
F,S,DF,Bathroom Products
F,M,CA,Dairy
M,M,CA,Kitchen Products
F,S,WA,Fruit
F,S,WA,Snack Foods
F,M,BC,Beer and Wine
M,M,WA,Beer and Wine
F,S,WA,Dairy
F,S,WA,Dairy
M,S,WA,Vegetables
M,M,WA,Snack Foods
F,M,BC,Snack Foods
F,M,BC,Hygiene
F,M,CA,Frozen Desserts
M,M,Guerrero,Breakfast Foods
M,S,WA,Dairy
M,M,WA,Hygiene
M,M,WA,Jams and Jellies
F,S,OR,Candy
M,S,CA,Vegetables
M,M,CA,Canned Anchovies
F,M,WA,Side Dishes
F,M,WA,Pain Relievers
M,M,DF,Vegetables
F,M,OR,Starchy Foods
F,S,DF,Paper Products
M,S,WA,Candy
M,S,CA,Fruit
M,S,Zacatecas,Eggs
M,M,CA,Hot Beverages
F,S,WA,Plastic Products
F,M,Zacatecas,Electrical
F,M,OR,Snack Foods
F,M,WA,Candy
M,M,WA,Meat
F,M,BC,Dairy
M,S,OR,Vegetables
F,S,Zacatecas,Cleaning Supplies
F,S,OR,Bread
F,M,Zacatecas,Bread
M,S,Zacatecas,Dairy
M,S,WA,Baking Goods
F,S,WA,Candy
F,S,CA,Snack Foods
M,M,Zacatecas,Bread
F,M,BC,Snack Foods
M,S,BC,Vegetables
F,M,WA,Baking Goods
M,M,Yucatan,Vegetables
M,M,WA,Electrical
F,M,DF,Canned Soup
M,M,OR,Meat
F,S,OR,Vegetables
F,S,OR,Dairy
M,S,Veracruz,Vegetables
F,S,Veracruz,Electrical
F,S,OR,Baking Goods
F,M,Veracruz,Packaged Vegetables
F,M,Veracruz,Specialty
F,S,Yucatan,Magazines
M,S,CA,Candy
F,S,OR,Snack Foods
F,S,WA,Candy
F,M,CA,Canned Soup
F,S,Zacatecas,Jams and Jellies
F,S,OR,Cleaning Supplies
M,S,WA,Dairy
M,S,OR,Bread
M,M,BC,Dairy
F,M,Yucatan,Bread
F,M,Zacatecas,Vegetables
F,M,WA,Vegetables
F,S,BC,Vegetables
F,S,CA,Snack Foods
F,M,Zacatecas,Meat
M,M,DF,Specialty
M,S,CA,Eggs
M,M,DF,Magazines
F,M,WA,Meat
M,M,BC,Pizza
M,S,WA,Meat
F,S,OR,Side Dishes
F,M,WA,Snack Foods
F,M,BC,Vegetables
F,S,WA,Fruit
M,M,BC,Paper Products
F,S,WA,Dairy
M,M,BC,Vegetables
M,S,OR,Decongestants
F,M,DF,Snack Foods
M,M,CA,Electrical
M,S,Guerrero,Vegetables
M,M,Zacatecas,Candy
M,S,DF,Magazines
M,S,WA,Hot Beverages
F,S,Zacatecas,Jams and Jellies
F,M,Zacatecas,Fruit
F,S,WA,Frozen Desserts
M,S,Jalisco,Jams and Jellies
M,M,CA,Fruit
M,S,WA,Electrical
F,M,DF,Vegetables
F,S,DF,Frozen Desserts
M,M,Zacatecas,Canned Soup
M,M,DF,Beer and Wine
M,S,CA,Jams and Jellies
F,S,DF,Seafood
F,S,CA,Paper Products
F,S,Guerrero,Hygiene
F,M,CA,Decongestants
M,M,Zacatecas,Paper Products
M,S,WA,Snack Foods
F,M,DF,Jams and Jellies
F,S,DF,Candy
M,S,WA,Paper Products
M,M,Yucatan,Electrical
F,S,Yucatan,Hardware
F,M,WA,Meat
F,S,WA,Pizza
M,M,Guerrero,Vegetables
M,M,WA,Hot Beverages
F,S,WA,Beer and Wine
M,M,WA,Pain Relievers
F,S,Guerrero,Plastic Products
F,S,OR,Dairy
M,M,WA,Starchy Foods
M,M,DF,Baking Goods
F,S,BC,Vegetables
F,S,DF,Hardware
M,S,Zacatecas,Canned Oysters
F,S,DF,Pizza
M,M,CA,Bread
M,S,OR,Fruit
M,S,OR,Specialty
M,S,Veracruz,Fruit
F,M,OR,Miscellaneous
F,S,WA,Bread
F,M,WA,Candy
M,S,WA,Pain Relievers
F,M,CA,Canned Soup
M,S,CA,Snack Foods
F,S,CA,Plastic Products
M,S,CA,Specialty
M,S,WA,Dairy
F,M,CA,Fruit
F,M,CA,Vegetables
F,S,BC,Plastic Products
F,S,BC,Jams and Jellies
F,S,OR,Breakfast Foods
M,S,OR,Plastic Products
F,M,WA,Vegetables
M,S,WA,Vegetables
F,S,Jalisco,Paper Products
M,S,OR,Magazines
M,M,CA,Breakfast Foods
F,M,WA,Canned Tuna
F,S,OR,Bread
F,M,BC,Canned Anchovies
F,S,DF,Canned Soup
M,S,WA,Eggs
M,S,CA,Meat
M,S,Veracruz,Hot Beverages
M,M,CA,Jams and Jellies
F,M,Zacatecas,Candy
F,S,Zacatecas,Fruit
M,M,WA,Hygiene
M,S,OR,Magazines
F,M,Jalisco,Eggs
F,M,Veracruz,Snack Foods
F,S,Zacatecas,Snack Foods
M,S,Guerrero,Vegetables
F,M,WA,Frozen Desserts
F,M,WA,Dairy
F,M,CA,Snack Foods
M,S,DF,Meat
F,S,Zacatecas,Candy
F,S,Guerrero,Paper Products
M,S,DF,Bathroom Products
F,M,Zacatecas,Vegetables
M,S,WA,Specialty
F,S,WA,Vegetables
F,S,OR,Beer and Wine
M,S,BC,Vegetables
F,M,Veracruz,Pain Relievers
M,M,WA,Snack Foods
F,M,BC,Hot Beverages
F,M,WA,Miscellaneous
M,S,Veracruz,Snack Foods
F,M,Zacatecas,Specialty
M,M,OR,Bread
F,M,WA,Dairy
F,S,OR,Starchy Foods
M,M,OR,Snack Foods
M,S,BC,Fruit
F,M,Zacatecas,Canned Soup
F,S,Zacatecas,Pain Relievers
F,S,CA,Meat
M,M,Guerrero,Vegetables
F,M,WA,Paper Products
F,S,WA,Fruit
F,M,CA,Hot Beverages
F,M,WA,Drinks
M,S,DF,Snack Foods
M,S,DF,Snack Foods
F,M,Veracruz,Jams and Jellies
F,S,WA,Snack Foods
M,S,CA,Vegetables
F,S,CA,Magazines
M,S,Yucatan,Electrical
M,M,Zacatecas,Breakfast Foods
M,S,BC,Plastic Products
F,S,CA,Bread
M,M,CA,Vegetables
M,M,OR,Dairy
M,M,CA,Specialty
M,S,Guerrero,Frozen Desserts
M,S,OR,Beer and Wine
M,M,BC,Meat
M,S,Veracruz,Dairy
F,S,Veracruz,Vegetables
F,M,Yucatan,Starchy Foods
M,S,WA,Pure Juice Beverages
F,M,Zacatecas,Pizza
F,M,Veracruz,Meat
F,S,WA,Pain Relievers
F,S,Guerrero,Jams and Jellies
M,S,DF,Vegetables
M,M,BC,Bathroom Products
M,M,CA,Fruit
F,M,Veracruz,Starchy Foods
F,S,Veracruz,Electrical
F,M,WA,Snack Foods
F,M,WA,Electrical
M,M,CA,Snack Foods
F,M,CA,Side Dishes
M,S,DF,Dairy
F,S,Zacatecas,Fruit
F,M,OR,Dairy
M,M,OR,Hardware
M,M,OR,Dairy
F,M,Zacatecas,Starchy Foods
F,M,Veracruz,Bread
M,S,CA,Vegetables
F,M,Yucatan,Snack Foods
M,S,DF,Snack Foods
M,S,BC,Baking Goods
M,S,WA,Bread
F,S,OR,Beer and Wine
F,S,WA,Candy
M,M,Yucatan,Hygiene
F,M,Zacatecas,Hot Beverages
F,M,Zacatecas,Electrical
M,S,Zacatecas,Frozen Desserts
F,M,WA,Bathroom Products
M,S,Guerrero,Dairy
F,S,OR,Meat
F,S,OR,Dairy
M,M,WA,Side Dishes
M,S,Yucatan,Carbonated Beverages
M,M,OR,Snack Foods
F,M,Zacatecas,Seafood
M,M,WA,Jams and Jellies
F,S,CA,Hardware
M,S,BC,Frozen Entrees
F,S,Zacatecas,Baking Goods
M,S,Zacatecas,Hygiene
F,M,CA,Vegetables
F,M,WA,Decongestants
F,M,CA,Specialty
M,S,Guerrero,Specialty
M,S,Guerrero,Electrical
F,M,WA,Snack Foods
F,M,BC,Paper Products
F,S,WA,Dairy
F,M,WA,Vegetables
F,S,OR,Hardware
M,S,OR,Vegetables
M,M,BC,Hardware
F,M,CA,Bathroom Products
M,M,CA,Cold Remedies
F,M,BC,Hardware
F,S,CA,Dairy
M,S,Veracruz,Jams and Jellies
F,M,WA,Breakfast Foods
F,M,OR,Beer and Wine
M,M,OR,Plastic Products
M,S,CA,Candy
F,M,Zacatecas,Vegetables
M,S,OR,Vegetables
M,M,Veracruz,Canned Sardines
F,S,Zacatecas,Vegetables
M,S,Yucatan,Vegetables
F,M,WA,Snack Foods
M,M,CA,Baking Goods
M,S,BC,Dairy
M,S,WA,Jams and Jellies
F,S,WA,Breakfast Foods
F,S,CA,Vegetables
M,M,CA,Dairy
M,S,DF,Carbonated Beverages
M,S,WA,Hot Beverages
F,S,OR,Pure Juice Beverages
F,M,WA,Beer and Wine
F,S,DF,Hot Beverages
F,M,WA,Carbonated Beverages
F,M,BC,Meat
M,M,OR,Snack Foods
M,M,CA,Pain Relievers
M,S,BC,Snack Foods
F,M,CA,Jams and Jellies
M,M,CA,Cleaning Supplies
F,M,OR,Vegetables
F,M,OR,Dairy
F,M,OR,Dairy
M,S,Veracruz,Snack Foods
F,S,Zacatecas,Canned Soup
F,M,WA,Pizza
M,M,WA,Hardware
F,M,Zacatecas,Baking Goods
M,S,Yucatan,Vegetables
M,S,CA,Canned Soup
F,M,WA,Snack Foods
F,M,Guerrero,Bathroom Products
F,S,OR,Plastic Products
M,M,BC,Vegetables
F,M,DF,Baking Goods
F,S,WA,Jams and Jellies
F,M,DF,Bread
M,M,DF,Snack Foods
F,M,Zacatecas,Meat
F,M,WA,Snack Foods
M,M,DF,Jams and Jellies
M,M,OR,Snack Foods
M,S,CA,Vegetables
M,S,Zacatecas,Specialty
F,M,Zacatecas,Snack Foods
F,M,WA,Snack Foods
M,S,OR,Electrical
M,M,CA,Magazines
F,S,WA,Canned Soup
F,M,WA,Snack Foods
M,S,WA,Snack Foods
M,S,CA,Dairy
F,S,WA,Vegetables
F,S,WA,Canned Soup
F,S,DF,Snack Foods
M,M,WA,Candles
F,M,WA,Fruit
F,S,OR,Meat
M,M,BC,Dairy
M,S,WA,Canned Soup
F,S,Veracruz,Seafood
F,S,OR,Snack Foods
M,S,WA,Baking Goods
F,S,WA,Hot Beverages
M,S,CA,Fruit
F,M,CA,Meat
M,M,OR,Baking Goods
M,S,OR,Dairy
M,M,BC,Pain Relievers
F,M,BC,Vegetables
F,M,OR,Snack Foods
F,S,WA,Pizza
M,M,WA,Jams and Jellies
F,S,Zacatecas,Snack Foods
M,M,Yucatan,Snack Foods
M,M,Zacatecas,Snack Foods
M,S,CA,Paper Products
F,S,WA,Vegetables
F,M,WA,Paper Products
M,S,BC,Frozen Entrees
F,M,CA,Jams and Jellies
M,M,Guerrero,Carbonated Beverages
M,M,WA,Vegetables
F,S,OR,Candy
F,M,WA,Candles
M,S,WA,Dairy
F,M,CA,Dairy
M,S,OR,Dairy
M,M,CA,Electrical
F,M,WA,Candy
M,M,OR,Hardware
F,M,Yucatan,Pain Relievers
F,S,Zacatecas,Vegetables
M,S,CA,Baking Goods
F,M,Zacatecas,Baking Goods
F,M,Zacatecas,Breakfast Foods
F,M,Yucatan,Baking Goods
M,M,Zacatecas,Kitchen Products
M,M,CA,Hardware
F,M,CA,Magazines
M,M,WA,Seafood
M,S,Yucatan,Snack Foods
F,M,CA,Snack Foods
F,S,Guerrero,Snack Foods
F,S,OR,Jams and Jellies
F,S,OR,Beer and Wine
M,S,Veracruz,Baking Goods
F,S,DF,Fruit
F,M,DF,Pure Juice Beverages
M,S,DF,Specialty
M,S,DF,Beer and Wine
M,S,WA,Snack Foods
M,S,Yucatan,Bread
F,S,CA,Kitchen Products
M,M,DF,Snack Foods
M,S,Zacatecas,Vegetables
M,M,DF,Snack Foods
F,S,OR,Jams and Jellies
M,M,WA,Magazines
M,M,CA,Vegetables
M,M,Zacatecas,Cleaning Supplies
M,M,WA,Starchy Foods
M,M,WA,Fruit
F,S,BC,Baking Goods
M,M,OR,Meat
M,M,WA,Paper Products
F,M,DF,Dairy
M,M,Zacatecas,Bread
F,M,WA,Meat
F,M,CA,Canned Soup
F,M,OR,Electrical
M,M,Yucatan,Fruit
F,M,CA,Canned Soup
F,S,Zacatecas,Drinks
F,M,OR,Electrical
M,M,OR,Bread
F,M,BC,Frozen Desserts
M,M,WA,Jams and Jellies
F,S,Jalisco,Specialty
M,M,OR,Paper Products
M,S,OR,Baking Goods
F,S,Zacatecas,Snack Foods
M,M,CA,Canned Soup
F,M,WA,Fruit
F,S,CA,Snack Foods
M,S,WA,Specialty
M,S,BC,Meat
F,S,Zacatecas,Meat
F,M,WA,Vegetables
F,S,WA,Vegetables
F,M,Zacatecas,Vegetables
F,S,CA,Vegetables
F,M,Guerrero,Snack Foods
M,M,WA,Snack Foods
F,M,OR,Drinks
F,S,OR,Pizza
F,S,CA,Side Dishes
F,S,WA,Pizza
M,S,OR,Bread
M,S,WA,Meat
F,M,CA,Baking Goods
M,M,CA,Vegetables
F,S,Zacatecas,Snack Foods
M,M,OR,Pure Juice Beverages
M,S,BC,Vegetables
F,M,Veracruz,Specialty
F,M,Zacatecas,Breakfast Foods
F,S,WA,Pain Relievers
M,M,WA,Paper Products
M,M,Guerrero,Meat
F,M,WA,Dairy
F,S,CA,Hygiene
M,M,CA,Frozen Desserts
M,M,Yucatan,Dairy
F,M,Zacatecas,Specialty
M,S,Zacatecas,Jams and Jellies
F,M,CA,Jams and Jellies
M,M,Guerrero,Snack Foods
F,M,WA,Hot Beverages
F,S,WA,Eggs
M,S,OR,Hardware
F,S,CA,Snack Foods
F,M,OR,Snack Foods
M,M,CA,Baking Goods
M,M,CA,Beer and Wine
F,S,WA,Paper Products
M,S,WA,Cleaning Supplies
F,S,BC,Dairy
